FILENAME,ModalName,Name_Agreement_Total,Name_Agreement_Responders,DKO,DKN,Category,Familiarity_Mean,Visual_Complexity_Mean,Objective_Agreement_Mean,Viewpoint_Mean,Manipulability_Mean,H-value
leafblower01,leaf blower,0.642857143,0.818181818,0.1,0.12,Hand labour tool & accessory,3.875,2.536585366,3.5,3.625,2.441176471,1.009944118
leafrake,rake,0.857142857,0.9,0,0.02,Hand labour tool & accessory,4.785714286,1.571428571,4.4375,4,4.147058824,0.550123406
lectern01,podium,0.452380952,0.5,0,0.07,Electronic device & accessory,4.166666667,2.023809524,,,2.705882353,2.37752881
leek,leek,0.421052632,0.64,0.05,0.26,Food,3.833333333,2.472222222,4.285714286,3.482758621,1.466666667,1.81366069
leg,Leg,0.595238095,0.595238095,0,0,Bodypart,4.833333333,2.071428571,3.4375,3,3.382352941,2.077655037
lei,lei,0.108108108,0.307692308,0.41,0.22,Decoration & gift accessory,2.466666667,2,,,1.970588235,2.565448372
lemon02,lemon,1,1,0,0,Food,4.615384615,2.230769231,4.939393939,4.515151515,2.121212121,0
lettuce,lettuce,0.666666667,0.684210526,0,0.03,Food,4.641025641,3.025641026,4.03125,3.8125,1.34375,1.801445404
level03a,level,0.435897436,0.739130435,0.13,0.21,Hand labour tool & accessory,3.428571429,2.542857143,3.3,2.8,2,1.502393769
licenseplate,License Plate,0.829268293,0.85,0,0,Vehicle,4.829268293,1.536585366,4.125,3.4375,1.96969697,0.79758468
lifejacket,life jacket,0.641025641,0.675675676,0,0.05,Outdoor activity & sport item,3.974358974,2.923076923,3.757575758,3.666666667,2.848484848,1.693334318
lifesaver,Life saver,0.214285714,0.321428571,0,0.07,Outdoor activity & sport item,4.357142857,1.785714286,,,3.117647059,3.091672779
lightbulb01,light bulb,0.769230769,0.833333333,0,0.03,Electronic device & accessory,4.538461538,2.974358974,4.8125,3.875,3.1875,0.858627283
lighter01,lighter,0.921052632,0.945945946,0,0.03,Household article & cleaner,4.205128205,2.692307692,4.303030303,3.96969697,3.787878788,0.35742889
lighthouse,Lighthouse,0.880952381,0.902439024,0,0,Building infrastructure,4.095238095,2.714285714,4.0625,3.71875,1.911764706,0.540365126
lightswitch01,Light switch,0.976190476,0.976190476,0,0,Electronic device & accessory,4.833333333,1.642857143,4.03125,4.0625,4.264705882,0.16232618
lily,flower,0.80952381,0.894736842,0.02,0.05,Natural element,3.523809524,3.166666667,2.774193548,3.59375,1.882352941,0.695987077
lilypad,Lily pad,0.5,0.552631579,0,0.02,Natural element,4.261904762,1.976190476,,,1.558823529,2.063886635
lime,lime,0.666666667,0.8125,0.03,0.1,Food,3.717948718,2.236842105,4.53125,4.0625,1.90625,1.118392729
linedpaper,Paper,0.357142857,0.357142857,0,0,Stationary & school supply,4.952380952,1.5,,,3.411764706,2.979640878
lintbrush,lint brush,0.473684211,0.5625,0.05,0.11,Household article & cleaner,3.605263158,2.368421053,4.09375,3.848484848,2.606060606,2.380826952
lintroller,Lint roller,0.547619048,0.657142857,0,0.12,Household article & cleaner,4.357142857,1.714285714,4.111111111,4.055555556,2.970588235,1.827805874
lion,lion,0.880952381,0.880952381,0,0,Feline,4.404761905,3.023809524,4.032258065,3.3125,2.176470588,0.612560886
lionstatue,lion statue,0.452380952,0.612903226,0,0.26,Building infrastructure,3.571428571,2.595238095,,,1.558823529,1.850312512
lip,lips,0.857142857,0.857142857,0,0,Bodypart,4.952380952,2.333333333,4.125,4.15625,4.117647059,0.770476945
lipstick02a,lipstick,0.948717949,0.973684211,0.03,0,Skincare & bathroom item,4.078947368,2,3.878787879,4.090909091,4.303030303,0.175565026
liquorbottle01,oil bottle,0.205128205,0.242424242,0.05,0.1,Food,3.621621622,2.324324324,,,1.823529412,3.578802362
litterbox,Litter box,0.238095238,0.277777778,0,0.12,Household article & cleaner,4,1.976190476,,,2.088235294,3.135611296
lizard,Lizard,0.666666667,0.682926829,0,0.02,Reptile,3.785714286,3.023809524,3.75,3.8125,1.823529412,1.329862667
lock03a,lock,0.666666667,0.684210526,0,0.03,Hand labour tool & accessory,4.256410256,2.58974359,4.322580645,3.451612903,2.64516129,1.155936851
locker,locker,0.976190476,0.976190476,0,0,Building infrastructure,4.761904762,1.595238095,3.96875,4.46875,3.117647059,0.16232618
lockingplier,vice grip,0.179487179,0.291666667,0.03,0.28,Hand labour tool & accessory,3.236842105,3.078947368,4.037037037,3.962962963,2.25,2.301098171
locomotive,Train,0.536585366,0.578947368,0.05,0.02,Vehicle,3.87804878,3.609756098,3.21875,2.53125,2.294117647,2.23550584
log,log,0.358974359,0.358974359,0,0,Natural element,3.897435897,2.564102564,3.59375,3.96875,2.0625,2.842398697
lollipop01,lollipop,0.333333333,0.565217391,0.21,0.21,Food,3.333333333,1.911764706,4,2.727272727,3.3125,2.432009072
lollipop04,lollipop,0.833333333,0.833333333,0,0,Food,4.761904762,1.571428571,3.75,3.03125,3.735294118,0.927438718
loppingshears,pliers,0.214285714,0.257142857,0,0.1,Hand labour tool & accessory,4.071428571,2.285714286,,,2.941176471,3.287983818
lunchbag,Lunch bag,0.404761905,0.414634146,0,0.02,Stationary & school supply,4.5,2.30952381,,,2.647058824,2.068646767
lunchbox,lunch box,0.5,0.513513514,0,0.03,Household article & cleaner,3.421052632,2.105263158,3.090909091,3.484848485,2.03030303,2.4980949
lychee01,Lychee,0.285714286,0.5,0.33,0.05,Food,2.761904762,2.463414634,,,1.321428571,2.459147917
lynx01,Lynx,0.380952381,0.390243902,0,0.02,Feline,4.047619048,3.166666667,,,1.558823529,2.352203689
macaque,monkey,0.666666667,0.682926829,0,0,Mammal,3.785714286,3.095238095,3.25,3.25,1.794117647,1.647412667
macaroni01,Macaroni,0.595238095,0.595238095,0,0,Food,4.785714286,1.928571429,3.903225806,3.870967742,2.058823529,1.95177512
machete,Machete,0.476190476,0.487804878,0,0.02,War related weapon & item,4,1.761904762,,,3.088235294,1.14103679
machinegun,gun,0.30952381,0.30952381,0,0,War related weapon & item,3.761904762,2.904761905,,,4.205882353,2.642560415
magneticcompass,compass,0.928571429,0.951219512,0,0.02,Outdoor activity & sport item,4.30952381,2.69047619,3.625,3.28125,2.882352941,0.329974284
magnifyingglass01b,magnifying glass,0.717948718,0.823529412,0.05,0.05,Stationary & school supply,3.384615385,2.230769231,4.545454545,3.515151515,3.606060606,1.010817611
mailbox01,mail box,0.976190476,0.976190476,0,0,Building infrastructure,4.523809524,2,2.96875,3.78125,2.939393939,0.16232618
mailbox02,mail box,0.976190476,1,0,0,Building infrastructure,4.69047619,2,4.15625,3.96875,3,0
mailtruck,truck,0.30952381,0.30952381,0,0,Vehicle,4.595238095,2.5,,,2.264705882,2.891331392
makeupbrush04,make-up brush,0.368421053,0.451612903,0,0.18,Skincare & bathroom item,3.823529412,2.305555556,4,3.757575758,3.333333333,2.227672121
makiroll,Sushi,0.80952381,0.80952381,0,0,Food,4.452380952,3.023809524,3.90625,3.71875,2.147058824,0.997475111
mallet01b,hammer,0.342105263,0.419354839,0,0.13,Hand labour tool & accessory,3.58974359,2.102564103,3.303030303,3.606060606,4.242424242,2.288549815
mango01,mango,0.487179487,0.59375,0.15,0.03,Food,3.552631579,1.72972973,3.757575758,3.727272727,1.393939394,1.93061257
manholecover,Sewer,0.166666667,0.189189189,0,0.05,Building infrastructure,4.341463415,2.023809524,,,2.058823529,3.438486138
manshoe,shoe,0.769230769,0.769230769,0,0,Clothing,4.282051282,2.384615385,3.696969697,3.727272727,3.65625,0.991264261
maplebuttercone,Ice cream cone,0.452380952,0.542857143,0,0.07,Food,4.380952381,2.19047619,,,2.424242424,2.173125581
maraca01,Maraca,0.238095238,0.5,0.24,0.19,Musical instrument,2.731707317,2.536585366,,,2.393939394,2.323219672
marble,marble,0.804878049,0.846153846,0,0.02,Gamestoy & entertainment,4.317073171,2.268292683,4.09375,4.09375,2.411764706,0.895148541
marker01a,marker,0.820512821,0.820512821,0,0,Stationary & school supply,4.358974359,2.128205128,3.909090909,3.515151515,2.575757576,1.080274014
martiniglass01b,martini glass,0.642857143,0.642857143,0,0,Kitchen & utensil,4.595238095,1.976190476,4.28125,2.625,3.088235294,1.642284612
mascarabrush,mascara brush,0.230769231,0.264705882,0,0.1,Skincare & bathroom item,4.184210526,2.315789474,4.272727273,3.848484848,3.757575758,3.015537195
mask02a,mask,0.394736842,0.483870968,0.05,0.13,Decoration & gift accessory,3.444444444,3.138888889,2.696969697,2.757575758,2.636363636,2.805700861
mask04,mask,0.595238095,0.757575758,0.14,0.07,Decoration & gift accessory,3.175,2.875,2.875,3.875,1.696969697,1.405109127
masquerademask01,mask,0.731707317,0.731707317,0,0,Decoration & gift accessory,4.170731707,2.097560976,2.90625,3.46875,2.352941176,1.388857057
match,match,0.923076923,0.923076923,0,0,Household article & cleaner,4.41025641,1.897435897,4.606060606,3.696969697,3.848484848,0.461881705
mathcompass,compass,0.30952381,0.5,0,0.12,Stationary & school supply,3.902439024,2.463414634,,,2.741935484,2.590416494
mattress,mattress,0.976190476,0.976190476,0,0,Furniture,4.857142857,2.047619048,4.0625,3.6875,3.264705882,0.16232618
measuringcup01,measuring cup,0.897435897,0.945945946,0,0.05,Kitchen & utensil,4.256410256,2.538461538,4.333333333,3.939393939,2.242424242,0.35742889
measuringspoon,spoon,0.230769231,0.243243243,0,0.05,Kitchen & utensil,4.102564103,1.923076923,3.363636364,3.515151515,2.636363636,3.031928365
measuringtape01,measuring tape,0.717948718,0.777777778,0,0.05,Hand labour tool & accessory,4.076923077,2.641025641,4.212121212,3.575757576,3.363636364,1.166710756
mechanicalpencil02,pencil,0.526315789,0.540540541,0,0,Stationary & school supply,4.447368421,2.342105263,4.03030303,3.424242424,2.818181818,1.716285874
medal02b,medal,0.868421053,0.891891892,0,0.03,Decoration & gift accessory,3.783783784,2.111111111,4.060606061,3.909090909,2.363636364,0.656345097
megaphone,Megaphone,0.375,0.416666667,0,0.08,Electronic device & accessory,4.225,2.25,,,4.117647059,2.410691255
melbatoast,melba toast,0.384615385,0.428571429,0,0.05,Food,4.230769231,2.230769231,4.066666667,3.633333333,1.266666667,2.487064105
memorialplaque,Plaque,0.142857143,0.1875,0,0.21,Building infrastructure,3.904761905,2.261904762,,,1.676470588,3.819548828
menwashroomsign,Men’s washroom Sign,0.357142857,0.365853659,0,0.02,Building infrastructure,4.682926829,1.487804878,,,2.441176471,3.021829605
metalbrush,brush,0.342105263,0.464285714,0.05,0.21,Hand labour tool & accessory,3.444444444,2.088235294,3.35483871,3.483870968,2,2.348047642
metalscissors,scissors,0.282051282,0.333333333,0,0.13,Hand labour tool & accessory,3.052631579,2.5,3.121212121,3.606060606,2.727272727,3.360651004
metronome,metronome,0.342105263,0.619047619,0.13,0.26,Musical instrument,3.40625,3.21875,3.88,4.04,2.64,2.006330931
microphone01,microphone,0.880952381,0.880952381,0,0,Electronic device & accessory,4.595238095,2.261904762,4.15625,3.5,4.205882353,0.526617066
microscope,microscope,0.923076923,0.972972973,0,0,Medical instrument & accessory,3.842105263,3.564102564,4.696969697,4.696969697,3.545454545,0.179256067
microwave,microwave,0.80952381,0.80952381,0,0,Kitchen & utensil,4.69047619,2.19047619,4.125,3.90625,2.970588235,0.702466551
militaryhat,hat,0.357142857,0.428571429,0.1,0.07,Clothing,3.095238095,2.880952381,,,2.151515152,3.283472762
milkcontainer,milk container,0.256410256,0.27027027,0,0.05,Food,4.153846154,2.538461538,3.242424242,3.545454545,2.060606061,3.396113259
minifridge,Fridge,0.357142857,0.357142857,0,0,Kitchen & utensil,4.452380952,1.928571429,,,2.794117647,2.5082059
mirror01,mirror,0.41025641,0.551724138,0.13,0.13,Decoration & gift accessory,3.114285714,3.459459459,2.393939394,2.212121212,2.515151515,2.25419565
mirror02,mirror,0.761904762,0.761904762,0,0,Furniture,4.523809524,2.047619048,2.8125,3.15625,3.323529412,1.487555518
missile,rocket,0.5,0.567567568,0.07,0.02,War related weapon & item,3.238095238,1.785714286,,,2.181818182,1.553825909
mitresaw,Power saw,0.095238095,0.133333333,0.12,0.12,Hand labour tool & accessory,3.536585366,3.609756098,,,2.757575758,3.681727679
mitten04,mitten,0.666666667,0.666666667,0,0,Clothing,4.289473684,2.282051282,3.59375,3.46875,2.6875,1.178079113
moccasin,moccasin,0.41025641,0.457142857,0,0.08,Clothing,3.5,2.868421053,3.466666667,3.666666667,1.633333333,2.993429088
monarchbutterfly,butterfly,0.666666667,0.666666667,0,0,Insect,4.619047619,3.238095238,4.53125,3.375,1.911764706,0.918295834
monitor,monitor,0.447368421,0.447368421,0,0,Electronic device & accessory,4.512820513,2.923076923,4.515151515,3.575757576,2.242424242,2.217970862
monument,obelisk,0.071428571,0.176470588,0.24,0.31,Building infrastructure,2.829268293,2.825,,,1.363636364,3.690116518
moon,Moon,0.69047619,0.783783784,0.12,0,Natural element,4.365853659,2.512195122,3.935483871,4.225806452,2.272727273,1.347792586
moose,Moose,0.928571429,0.951219512,0,0,Mammal,4.285714286,3.071428571,4.46875,4.3125,1.941176471,0.329974284
morningstar,Mace,0.285714286,0.6,0.31,0.19,War related weapon & item,2.923076923,2.625,,,1.677419355,2.170950594
mortarandpestle,Mortar and pestle,0.428571429,0.5625,0,0.12,Kitchen & utensil,4.166666667,2.119047619,,,3.205882353,2.529417187
moth,Moth,0.634146341,0.65,0.02,0,Insect,4.073170732,3.341463415,3.59375,3.64516129,1.5,1.436160254
motorboat02,boat,0.595238095,0.595238095,0,0,Vehicle,4.166666667,2.857142857,3.21875,3.65625,2.5,2.038715226
motorcycle,motorcycle,0.857142857,0.857142857,0,0,Vehicle,4.547619048,3.476190476,4,4,4,0.865715041
motoroilbottle01,bottle,0.166666667,0.2,0.13,0.04,Household article & cleaner,3.083333333,2.391304348,2.90625,3.2,1.366666667,3.346439345
mouse,mouse,0.857142857,0.857142857,0,0,Mammal,4.333333333,2.880952381,3.4375,3.53125,2.029411765,0.913334088
mousetrap,mouse trap,0.815789474,0.939393939,0.03,0.08,Household article & cleaner,3.307692308,2.868421053,4.636363636,4.363636364,2.606060606,0.32984607
mrpotatohead,Mr. Potato Head,0.738095238,0.756097561,0,0.02,Gamestoy & entertainment,4.476190476,2.619047619,4.03125,3.90625,2.029411765,1.300601441
muffintray01,Muffin tray,0.261904762,0.268292683,0,0.02,Kitchen & utensil,4.69047619,1.904761905,,,2.323529412,3.139880951
muffintray02,muffin tin,0.179487179,0.225806452,0.05,0.08,Kitchen & utensil,4.026315789,2.210526316,3.787878788,3.939393939,1.484848485,3.690929876
mug01,cup,0.615384615,0.615384615,0,0,Kitchen & utensil,4.631578947,1.837837838,3.636363636,4.454545455,3.272727273,1.509546297
mug05,Mug,0.5,0.5,0,0,Kitchen & utensil,4.880952381,1.380952381,,,3.823529412,1.720583272
mummy,mummy,0.857142857,0.857142857,0,0,Bodypart,4,3.523809524,2.90625,2.5625,1.676470588,0.847741529
mushroom01,mushroom,1,1,0,0,Food,4.641025641,2.307692308,4.363636364,4.363636364,1.575757576,0
musicalwoodenspoons,Wooden spoons,0.095238095,0.222222222,0.29,0.26,Kitchen & utensil,3.210526316,2.075,,,2.533333333,3.05881389
musicsheet,music sheet,0.761904762,0.8,0,0.02,Musical instrument,4.357142857,2.738095238,4.03125,3.59375,2.941176471,1.221928095
musicstand,Music stand,0.523809524,0.666666667,0,0.17,Musical instrument,4.30952381,2,4.222222222,3.722222222,2.705882353,1.475940178
musket,rifle,0.333333333,0.341463415,0,0,War related weapon & item,3.785714286,2.261904762,,,3.823529412,2.849924104
muskox,bison,0.261904762,0.323529412,0.02,0.07,Mammal,3.547619048,3.19047619,,,1.294117647,2.731790846
mussel,Clam,0.357142857,0.384615385,0,0.02,Crustacean,4.119047619,2.880952381,,,2.058823529,2.369433644
nail,nail,0.717948718,0.777777778,0,0.03,Building material,4.153846154,2.384615385,4.060606061,3.333333333,2.848484848,1.00004409
nailclipper03b,nail clipper,0.794871795,0.861111111,0,0.05,Skincare & bathroom item,4.358974359,2.58974359,4.71875,3.8125,3.878787879,0.848255956
nailfile,nail file,0.307692308,0.545454545,0.21,0.15,Skincare & bathroom item,3.135135135,1.486486486,,,3.411764706,2.287866277
nailgun,Nail gun,0.285714286,0.461538462,0.24,0.14,Hand labour tool & accessory,3.219512195,3.195121951,,,2.181818182,2.862961352
nailpolish03b,nail polish,0.743589744,0.805555556,0.03,0.05,Skincare & bathroom item,4.076923077,2.307692308,3.90625,4.0625,3.6875,1.200995866
nametag01a,Name tag,0.285714286,0.333333333,0,0.02,Stationary & school supply,4.404761905,1.833333333,,,2.636363636,3.430225266
napkin,Napkin,0.357142857,0.405405405,0.02,0.02,Decoration & gift accessory,4.023809524,2.571428571,,,1.848484848,2.892621625
narwhal,Narwhal,0.333333333,0.518518519,0.1,0.24,Sea mammal,3.45,3.1,,,1.393939394,2.26218495
nasalspray01,nasal spray,0.153846154,0.193548387,0.08,0.13,Medical instrument & accessory,3.028571429,2.638888889,3.848484848,4.151515152,3.636363636,3.501952762
necklace,necklace,0.763157895,0.805555556,0,0.05,Jewel & money,4.153846154,2.461538462,3.545454545,3.606060606,3.333333333,1.068915658
needlenosepliers01,pliers,0.538461538,0.75,0,0.26,Hand labour tool & accessory,3.846153846,2.564102564,4.34375,3.84375,2.625,1.343299444
nightstand,drawer,0.238095238,0.263157895,0,0.05,Furniture,4.56097561,1.951219512,,,2.147058824,3.041388792
nintendods,Nintendo ds,0.428571429,0.43902439,0,0.02,Electronic device & accessory,4.261904762,2.357142857,,,3.088235294,2.226780811
noisemaker,Noisemaker,0.119047619,0.277777778,0.02,0.29,Decoration & gift accessory,4.219512195,2.095238095,,,3.529411765,3.413833864
noparkingsign,no parking sign,0.952380952,0.952380952,0,0,Building infrastructure,4.738095238,1.69047619,3.9375,4.03125,2.058823529,0.323814475
nose,nose,0.880952381,0.880952381,0,0,Bodypart,4.952380952,2.30952381,4.09375,3.4375,4.029411765,0.526617066
nosmokingsign,No smoking sign,0.904761905,0.904761905,0,0,Building infrastructure,4.857142857,1.476190476,4.375,3.4375,2.647058824,0.596573482
notebook03a,notebook,0.58974359,0.605263158,0,0.03,Stationary & school supply,4.333333333,2.105263158,3.909090909,3.121212121,2.787878788,2.226958764
number3,number 3,0.153846154,0.2,0.05,0.18,Gamestoy & entertainment,3.135135135,1.810810811,3.642857143,3.535714286,1.620689655,4.098068512
nunchuk,Nunchuks,0.642857143,0.964285714,0.12,0.17,War related weapon & item,3.6,2.025641026,3.90625,3.75,3.441176471,0.222284831
nutcracker01,nutcracker,0.692307692,0.931034483,0.13,0.13,Kitchen & utensil,3.432432432,2.361111111,3.545454545,3.75,3,0.431016769
nyala,antelope,0.142857143,0.193548387,0.05,0.19,Mammal,3.512195122,3.341463415,,,1.323529412,3.38229128
oats,oats,0.275,0.314285714,0.05,0.08,Food,3.897435897,2.487179487,,,1.8,2.864339338
oblongcan02,oil can,0.166666667,0.2,0.03,0.11,Household article & cleaner,3.03030303,2.3125,,,1.794117647,3.872905595
officecabinet,Cabinet,0.325,0.361111111,0,0.05,Building infrastructure,4.325,1.682926829,,,2.5,2.688675077
officechair01,chair,0.512820513,0.512820513,0,0,Furniture,4.512820513,2.461538462,3.121212121,3.96969697,3.696969697,1.922129966
officechair03,Office chair,0.357142857,0.357142857,0,0,Furniture,4.666666667,2.261904762,,,3.470588235,2.310981641
oneholepunch,hole punch,0.41025641,0.551724138,0,0.21,Stationary & school supply,3.868421053,2.666666667,4,3.757575758,2.939393939,2.306256857
onewaysign,One way Sign,0.30952381,0.325,0,0.05,Building infrastructure,4.571428571,1.476190476,,,2.352941176,3.272427612
onion,Onion,1,1,0,0,Food,4.564102564,2.230769231,4.727272727,4.303030303,1.96875,0
orange,orange,1,1,0,0,Food,4.666666667,1.923076923,4.757575758,4.090909091,1.818181818,0
orangejuice,orange juice,0.333333333,0.333333333,0,0,Food,4.102564103,2.153846154,3.848484848,3.878787879,1.606060606,3.096508853
ostrich,Ostrich,0.880952381,0.948717949,0,0.05,Bird,3.976190476,3,4.34375,3.40625,2,0.291818257
outdoorchair,chair,0.452380952,0.452380952,0,0,Furniture,4.428571429,2.095238095,,,3.205882353,2.584462573
outdoorfireplace,Fireplace,0.333333333,0.5,0.12,0.17,Building infrastructure,3.375,2.666666667,,,2.090909091,2.519574336
outdoorheater,outdoor heater,0.166666667,0.304347826,0.24,0.14,Outdoor activity & sport item,3.128205128,2.707317073,,,2.0625,2.990469568
outletadapter01,plugs,0.256410256,0.344827586,0,0.18,Electronic device & accessory,4.135135135,2.567567568,3.151515152,3,2.212121212,3.174225084
oven,Stove,0.452380952,0.452380952,0,0,Kitchen & utensil,4.880952381,2.428571429,,,3.235294118,1.768567636
overalls,overalls,0.333333333,0.382352941,0,0.1,Clothing,3.736842105,2.717948718,3.516129032,2.483870968,1.806451613,3.297445081
owl,owl,0.904761905,0.95,0,0.05,Bird,4.365853659,3.341463415,3.40625,2.8125,2.029411765,0.286396957
oyster02,Oyster,0.380952381,0.533333333,0.17,0.07,Food,3.414634146,3.146341463,,,2,2.389898095
pacifier02d,pacifier,0.230769231,0.321428571,0.03,0.1,Gamestoy & entertainment,3.777777778,2.666666667,3.875,3.53125,3.3125,2.943754584
packofgum,gum,0.435897436,0.435897436,0,0,Food,4.076923077,2.282051282,3.15625,3.28125,2.9375,2.990867134
paddleball,Paddle Ball,0.166666667,0.291666667,0.02,0.26,Gamestoy & entertainment,3.904761905,1.904761905,,,3.558823529,3.119910023
paintbrush01,paint brush,0.871794872,0.918918919,0,0.05,Hand labour tool & accessory,4.081081081,2.486486486,4.090909091,3.606060606,3.515151515,0.405977038
paintcan01,paint can,0.615384615,0.615384615,0,0,Building material,3.820512821,2.538461538,4.363636364,4.46875,2.3125,1.610445487
painting,Painting,0.714285714,0.714285714,0,0,Decoration & gift accessory,3.904761905,3.023809524,2.875,3.84375,1.941176471,1.649300331
paintroller01,paint roller,0.692307692,0.771428571,0,0.08,Hand labour tool & accessory,3.871794872,2.282051282,4.424242424,3.787878788,3.696969697,1.211087301
paintscraper,scraper,0.157894737,0.315789474,0.29,0.21,Hand labour tool & accessory,2.735294118,2.2,,,1.647058824,2.715326699
painttray,paint tray,0.333333333,0.393939394,0,0.15,Hand labour tool & accessory,3.473684211,2.358974359,3.96969697,4,2.333333333,2.972564457
palmier,Pastry,0.119047619,0.227272727,0.26,0.1,Food,3.717948718,2.6,,,1.535714286,3.624680347
panda,panda,0.666666667,0.666666667,0,0,Mammal,4.547619048,3.023809524,3.96875,3.03125,1.852941176,0.918295834
paninigrill,grill,0.333333333,0.378378378,0.02,0.1,Kitchen & utensil,3.738095238,2.476190476,,,2.46875,3.424105895
pants,pants,0.794871795,0.794871795,0,0,Clothing,4.717948718,1.564102564,4.090909091,3.741935484,3.806451613,1.122967011
paperairplane,paper airplane,0.69047619,0.69047619,0,0,Gamestoy & entertainment,4.714285714,1.761904762,4.03125,3.65625,3.794117647,1.08433655
paperchain,Paper chain,0.214285714,0.321428571,0,0.24,Decoration & gift accessory,3.880952381,1.904761905,,,1.794117647,3.377387064
paperclip01b,paper clip,0.461538462,0.5,0,0.05,Stationary & school supply,4.076923077,2.128205128,3.212121212,3.545454545,2.090909091,2.483532377
paperclip03,paper clip,0.692307692,0.794117647,0,0.03,Stationary & school supply,4.538461538,1.974358974,4.727272727,4,2.03125,1.193875707
papershredder,paper shredder,0.428571429,0.545454545,0.12,0.07,Electronic device & accessory,3.87804878,2.095238095,,,2.323529412,1.702638635
papertowel,paper towel,0.394736842,0.394736842,0,0,Skincare & bathroom item,4.25,1.771428571,4,4.242424242,2.515151515,2.243535889
papertray,paper organizer,0.054054054,0.071428571,0,0.19,Stationary & school supply,4.135135135,2.305555556,,,2.117647059,4.593069208
parachute,parachute,0.833333333,0.945945946,0,0.05,Outdoor activity & sport item,3.952380952,2.714285714,3.40625,3.78125,2.818181818,0.35742889
parkbench02,bench,0.5,0.5,0,0,Furniture,4.714285714,2.404761905,,,2.941176471,1.541709466
parkfountain,fountain,0.642857143,0.642857143,0,0,Building infrastructure,4.428571429,2.595238095,3.34375,4,1.794117647,1.066485721
parkinggate,Parking gate,0.071428571,0.176470588,0.05,0.43,Building infrastructure,4.047619048,2.452380952,,,2.676470588,3.572469459
parkingmeter,Parking meter,0.714285714,0.833333333,0,0.02,Building infrastructure,4.523809524,2.285714286,4.03125,3.71875,2.970588235,0.858627283
parrot01,Parrot,0.69047619,0.707317073,0,0.02,Bird,4.095238095,3.19047619,4,3.65625,2.176470588,1.246992656
partyhat,party hat,0.692307692,0.72972973,0,0.05,Decoration & gift accessory,3.846153846,2.615384615,4,4.40625,2.78125,1.371842473
pastaspoon,pasta spoon,0.076923077,0.142857143,0.03,0.39,Kitchen & utensil,3.763157895,2.315789474,3.6,3.419354839,2.032258065,3.689703732
patiochair,chair,0.666666667,0.666666667,0,0,Furniture,4.595238095,1.880952381,2.8125,3.75,3.470588235,1.529045464
patioumbrella,umbrella,0.428571429,0.529411765,0,0.07,Outdoor activity & sport item,4.380952381,2.047619048,,,3.294117647,2.199872679
pavedsidewalk,Bricks,0.166666667,0.184210526,0,0.05,Building infrastructure,4.097560976,2.365853659,,,1.794117647,3.846318963
payphone,Payphone,0.595238095,0.595238095,0,0,Electronic device & accessory,4.714285714,2.761904762,4.3125,3.96875,4.205882353,1.970744918
pda,pda,0.205128205,0.258064516,0,0.21,Electronic device & accessory,3.052631579,2.973684211,3.782608696,3.16,2,3.240666779
peach01,peach,0.512820513,0.689655172,0.15,0.1,Food,3.777777778,1.8,4.303030303,3.878787879,1.272727273,1.575448257
peacock,peacock,0.928571429,0.975,0,0.02,Bird,4.19047619,3.642857143,3.90625,2.96875,2,0.168660931
peanut01,peanut,0.833333333,0.833333333,0,0,Food,4.210526316,2.131578947,4.484848485,4.484848485,1.939393939,0.816689088
pear01,pear,1,1,0,0,Food,4.538461538,2.052631579,4.757575758,4.727272727,1.545454545,0
pecan01,nut,0.236842105,0.529411765,0.18,0.34,Food,2.911764706,1.971428571,3.272727273,3.636363636,1.454545455,2.291620193
pecan02,Walnuts,0.404761905,0.447368421,0,0.02,Food,4.404761905,2.428571429,,,1.970588235,1.83885581
pedestriancrossingsign,Pedestrian crossing Sign,0.166666667,0.175,0,0.02,Building infrastructure,4.595238095,1.666666667,,,1.882352941,3.430240673
peeler01,peeler,0.333333333,0.393939394,0,0.13,Kitchen & utensil,4,2.5,4.5,3.84375,3.03125,2.314700641
pen04b,pen,0.897435897,0.897435897,0,0,Stationary & school supply,4.769230769,2.131578947,3.8125,3.612903226,3.96875,0.63091746
pencil01,pencil,0.973684211,0.973684211,0,0,Stationary & school supply,4.666666667,1.871794872,4.696969697,3.96969697,3.484848485,0.175565026
pencilcase01,pencil case,0.666666667,0.722222222,0,0.05,Stationary & school supply,3.974358974,2.358974359,2.838709677,2.9375,2.28125,1.330718538
pencilsharpener02a,pencil sharpener,0.615384615,0.666666667,0,0.05,Stationary & school supply,4.307692308,2.487179487,3.909090909,4.060606061,3.424242424,1.056234784
penguin,penguin,0.80952381,0.871794872,0.02,0.05,Bird,4,3.071428571,2.875,4.09375,1.705882353,0.798896152
penne,pasta,0.380952381,0.390243902,0,0,Food,4.80952381,1.80952381,,,1.970588235,2.570609017
pepper04a,red pepper,0.435897436,0.447368421,0,0.03,Food,4.58974359,2.179487179,4.46875,3.129032258,1.225806452,1.847868958
peppermill02b,pepper mill,0.333333333,0.393939394,0.03,0.1,Kitchen & utensil,3.948717949,2.615384615,4.424242424,4.424242424,3.181818182,2.688115308
perfume01a,perfume,0.538461538,0.538461538,0,0,Skincare & bathroom item,4.210526316,2.394736842,4.035714286,4.111111111,3.407407407,2.018737467
petcarrier,animal cage,0.179487179,0.189189189,0,0.05,Household article & cleaner,3.578947368,3.210526316,4.212121212,4.363636364,2.454545455,4.063335205
